essay_id	essay_set	essay	essay_score	Age	CEFR level of test	Coherence/Cohesion	Gender	Grammatical accuracy	Mother tongue	Orthography	Overall CEFR rating	Sociolinguistic appropriateness	Test language	Vocabulary control	Vocabulary range
0809	answer to the email of Alena - ID: 1_Alena	"Ahoj Aleno!
Jak se máš?
Mám se moc dobře protože mám dovolenou. Ale jen dva týdni. Potom už chci pracovat na diplomce. Ještě nemám svou tému. Brzo se setkám se svým profesorem. Už se těšim na diplomku. O dovolené budu jet do Rakouska. Budu tam dělat pěší túry. Ale 13. 13. dubna ještě budu doma v Drážďanech Y a moc se těším, co přijedeš. Kdy dudeš na nádrazi ? Půjdu pro tebe a spolu pojedeme ke mně domů. Moje maminka konečně chce tě poznávat a už se těší. 
Můžeš mi poslat ten inzerát? Je to zajímavé pro mne. Kdy se koná prázdninový kurz a kolik to stojí? Moc ráda přijedu k tobě v létě. 
Uvidíme se v patku. Zatím ahoj, Dana"	3	not reported	B1	B1	female	B1	German	B1	B1	A2	Czech	B1	B1
PHA0509039	write an essay: Everywhere well but at home the best - ID: B2PS0200_doma	"Svět kolem nás je ohromný a hrozně zajímavý. A proto hodně cestujeme, rádi poznaváme nové země, zvyky, kultury. Nejsem výjimkou i já.
Vzdycky jsem chtěl poznávat něco nového, líbí se mi cestovat a  setkávat se s novými kulturami  a lidmi. Poslední rok žiju vůbec mimo svou vlast.
Za tento rok jsem  dostal mnoho nových zkušeností, seznamil se s mnoha zajimavými lidmi a je to výborně. Ale zároveň s tím  jsem porozuměl tomu, co je pro člověka domov.
Nebydlím ve špatných podminkách, můžu si dovolit dobré jídlo a různé zábavy v zahraničí. Ale nic se nemůžue porovnat s tím, když se ciítím doma. Nemyslím tím celou svou zemi, například. Stejně bych se necítil dobře v různých jejich částích.
Ale domovem myslím především svůj domov, svou rodinu, těch nejblížších, koho mám. Jenom tam a s nimi se můžu cítit nejpohodlněji, jenom spolu s těmito lidmi můzu byt spokojeny se svým životem. Domov je to místo, kam člověk jde, když je mu nejlépe i nejhůř, kde se člověk cítí v nebezpečí.
Ve světě je hodně zajímavých míst, které můžeme obdivovat, kde se můžeme dobře bavit, kde rádi bydlíme, studujeme, pracujeme. Ale domov u člověka je jeden. A ten  je šťastný,  kdo se může vrátit někam a říct:: „Jsem doma!""."	4	1519	B2	B2	male	B2	Russian	B2	B2	0	Czech	B1	B2
0608	answer to the email of Alena - ID: 1_Alena	"Ahoj Aleno!
Jsem moc rád, že  se maš  dobře. Lyžovali jsme také! Byli jsme v Svícarsko. Tam bylo v Davosu, víš. Maji tam hodné vyborný sýr v Svícarsko. Moje studium je vlastné dobře. Samozřejmé už nepracuju hodné na diplomce. Plánuju dovolenou, ano! Ještě budu jet do Brazílie, navstivit přitelkini. Je to krasně, že bude jet do Drážďan.
Museš meho navstívit dopoledne.
Kdy bude na nadraží?
 Budu dochazet ti?
A Vaše univerzita nabizí  prázdinové kurzy češtiny? Je to  zajímavy!
Kdy to bude? Co to stuj? Je to cenný? Nevadí! Chci zúčastit se!
Mužeš mému posílat kopie za inzerát?
Těší mě , že bude meho navstívit! Bude vyborne dní! Tak, je to dost. Mužu teď napsát zkoušku v Češtinu.
Mej se hezky!
David"	2	not reported	B1	A2	male	A2	German	A2	A2	A1	Czech	A2	A2
PHA0509035	write an essay: The school is the basis of the life - ID: B2PS0200_skola	"Škola - základ života?
Nejen škola ali i jakekoliv vzdělání má teď obrovský význam pro každého človeka. 
Někdo muže řict: ""A proč potřebuju se učit ve škole když nemám o to zájem, když nechci byt vzděláným a pracovat v kancelaři?""
No samozřejmě nemuže kazdý byt vědcem, ekonomem nebo právnikem, ale i dělník i farmář potřebují byt vzdelánými nejen proto aby dobře psali zkoušky ale pro každodenní život. Mužeme se podivat  na  historii. Když neměli lidé veřejné školy mysleli že slunce je bůh, dřevo také. Mysleli že jestli ě človek nemocný, to není možne nic udělat  jenom modlit se. Domnivali si že jestli jsi narodil v hudé rodině tak musíš žít jako prase. Ženy neměli stejne práva jako muži atd. A proč? 
Protože nikdo neuměl a nechtěl myslet.  A hloupým človekem je snatně vládnout. Mužeš mu řict jako psu ,,sedět!"" a on bude sedět.
Teď  všechno jinak. Lidi mají práva, vědí že mužou udělat to a to, ale nechtejí vědet o svých povinnostech. 
Proto potřebujeme školy, aby lidé od mala vědeli co mužou, co musí. Jak bude lepe nejen pro sebe a i pro ostatni a t.d. Vzdelaný človek muže mýslet muže pochopit, že delá něco špatně nebo že někdo chce pokusit na jeho práva. A proto ve škole se nemá učit jen matematice a angličtině ale i životu.  
V současné době má každý stát veřejné skoly, ale ještě musíme udělat hodně, aby každý porozuměl že to je nezbytne."	3	1519	B2	B2	male	B1	Russian	B1	B1	0	Czech	B2	B2
PHA0411056	write an essay: A friend in need is a friend indeed - ID: B2PS0202_pritel	"Přátelé je jedna z nejdůležitějších věcí v životě každého člověka. Mají stejnou důležitost jako rodina. Když máte štěsti, přátelé se radují s Vámi, když máte smůlu - podporují Vás.
Jsem si jistá, že skoro v každém jazyce existuje takové přísloví: v nouzi poznáš přítele. Já osobně naprosto souhlasím s tím. Nenahodou existuje přesně takové přísloví, ne naopak. Vždyť přísloví je lidová moudrost, výsledek zkušenosti. Je nepochybné, že jen komplikované životní události můžou ukázat jaký je člověk a děláte-li správně, když ho počítáte za svého přítele.
Co se týká mého vlastního života, tak bych chtěla uvést příklad. Když jsem studovala na univerzitě vážně jsem onemocněla. Lidé které jsem počítala za kamarády, začali se vzdalovat. To byl velký šok pro mě. Kromě toho jsem nemohla říct o nemoci rodičům, protože se mi nechtělo je zatěžovat. Potřebovala jsem podporu od kamarády, ale nedostala jsem ani dobré slovo. Vždyť když nemáš žádné problémy, jsi úspěšný člověk, lidé se s tebou budou stýkat. Ale co se stane, když budeš mít smůlu? To je otázka. Ale naštěstí jedna kamarádka přijela do města, ve kterém jsem studovala, uviděla mě a zůstala na celý měsíc. Pomáhala mi a kontrolovala můj životní stav. Řečeno bez zveličování jen díky ní dosud žiji. Přestože jsem zažila špatnou událost, jsem vděčná. že jsem měla takovou zkušenost. Protože tato situace pomohla pochopit, kdo je můj opravdový kamarád a odstranila nepotřebné lidi z mého života."	4	2029	B2	B2	female	B2	Russian	B2	B2	0	Czech	C1	B2
LIB0611002B	describe a photo: swimming in the sea - ID: A2PS0202_more	"Tady na obrázku vídím otec a jeho syn. Hraja si na pláži a vypadají že mají velkou radost. Nejspíš jsou na dovelenou, jako rodina, máma je asi za foťákem. Nosejí  na sobě plavky, táta má na sobě sluneční brýle a možná nějakou plavací obvaz kolem hlavy. Táta řiká ,,hopsá"", syn křičí ,,juj"". Obraz ukazuje pěkným spůsobem, jak si užívat léto."	2	1519	A2	A2	male	B1	English	B1	A2	0	Czech	A2	A2
1023	- ID: 3_Jana	"Ahoj Jano,
ráda jsem že napsala, myslíla jsem že máš dovolenou. To je moc dobrá novinka, ráda že chceš studovat dál. A jaký obor chtela bys studovat? Co te libi: jasyky, ekonomika nebo matematika? Ja taký chodím na kurz angličtiny, ale nelibi se mi to, máme spanou učitelku. Myslím, chtela bych začínat učít se česky. A chtela bych to udělat v Brně, protože mužémé často setkat se a chodit spolu na kávu, dělat vylety. Znáš nejaký kurs češtiny v Brně v Tvoji škole? Nebo mužes, prosím te, najít nejaký kurs na internetu a poslat mi odkaz na webovou stranku? Nezapomni, chci udělat to v léte.
A libi se ti tvůj kurs angličtiny, to je pro tebe zajímave? A jak často na ten kurs  chodiš!
Už se teším se na leto... Chtela bych udělat kurs češtiny a jet na dovolenou k morže. Samozřejmý mám plány  po ukončení studia. Udělala jsem praktiku ve firmě Siemens, a na podzim budu tam pracovat.
Mám hezký fotki s narozenin a posílan te  už :) Ja jsem tě taky už dlouho neviděla! Vím že jsi byla na vylete s Tomašem, tak myslím že maš nejaký dobrý fotki. Ja chtela bych to moc silnó vídet. Už se těším na odpověď :)
Měj se dobře,
Marie"	2	not reported	B1	B1	female	A2	Russian	B1	A2	A2	Czech	B1	B1
PHA0509038	write an essay: Everywhere well but at home the best - ID: B2PS0200_doma	"Všude dobře, doma nejlépe
Každý člověk rád cestuje. Někteři máji rádi země, kde je teplo, je moře. Jiné jezdí na hory. Takové lidi  máji rádi extremalni sporty.
Cestujeme, abych se seznamily s jinimý země, s jeji kultuřou a historickymí památkamí. Většinou lídi rádi cestujou autem, protože je možné vídět města, přes kteramý jezdíme. Když se lidi vraceji domu, vždický máji velmi radost, že jsou doma. Dům to není jen byt, ve kterém bydlíme. Dům je místo, kde je tvá rodina, kde jsou všichny veci, ktery jsou vazný pro tebe. A nakonec dům pro človeka je jeji země kde se narodíl a přežil celý život. V mém připadě je to trochu jiný. Přijel do Prahy v 17 let. Přijel jsem s rodinou, protože jsem nemohl rozloučit s nimi. slyšel jsem, že v Praze je dobře studování, než u nás. Libilo se mi v Čechach. začal jsem studovat češtinu. I když jsem uměl trochu ceský, seznamil se s několika lídmi. Ted už mám mnoho kamarádů. Kromě češtiny  umím ruštinu, arménštinu a trochu angličtinu. Učím se fyziku, chemii a biologii, protože chcí studovat na Karlově univerzitě, na lekařské fakultě.
Ačkoliv odjel ze své zemí, ale to ne známena, že jsem zapoměl na něj. 
Ano, v Čechach dobře, ale pro mě doma nejlépe."	3	1519	B2	B1	male	A2	Other	B1	B1	0	Czech	B1	B1
PHA0111011	write an essay: A friend in need is a friend indeed - ID: B2PS0202_pritel	"Mně se líbí přísloví ""v nouzi poznáš přítele"". Já souhlasím. Znamená to, že jen v krizových okamžikech člověk vídí jestli jeho kamarád je opravdu skutečný přítel, nebo ne. Měla jsem vlastní zkušenost, která mi pomohla odhalit právdu.
To o čem chci ríct se stálo v první rok, jak jsem se odstěhovala do Čech. Měla jsem kamarády, byl to manželský pár. Podle mých představ to byli bohaté líde . měli moderní dům a krasné auto a já jsem byla chudá studentka. Jednou jsem chtěla vybrat peníze z bankomatu, ale bohužel jsem přesně nepomatovala PIN-kod. Trikrát jsem zkousila zadat nespravný kod, a pak bankomat nechtěl mně už karticky vrátit. Zustala jsem se bez peníz, vůbec jsem nic neměla a ni korunky. Bylo mi tak strašně - sobota, do pondělí mám nějak zít. Co jsem hned udělala! Poprosila jsem o tisic korun. Ale moje nejlepší kamarádka mně říkla, že může mne pozvat na večeri. a zavesila. Cítila jsem šok, bolelo to. Vzdycky byli na mne míli. Věděli, že jsem slušný a zadpovedný člověk a nepomohli mi. Od te doby se snážím sedívat na lidi racionalně a soudit je podle jejich skutků. Proto souhlasím s příslovím ""v nouzi poznáš přítele""."	3	3039	B2	B2	female	B1	Other	B1	B1	0	Czech	B2	B2
0615	answer to the email of Alena - ID: 1_Alena	"Ahoj Aleno,
děkuju Ty za Tvuj email. Jak se maš? Jak krasné, že měla hezkou dovolenu.
Mám se dobře. Končila jsem zkoušky a teď plánuju  magisterskou práce. Nebudu mám čas za dovolenu, protože take musím pracovat - potřebuju peníze.
Zamozřejmě mám čas,  kdyz přicházeš do Drážďan se radovám na Tebe. Když chceš, pozvám Ty doma v pátku odpoledne. Kdy přijedeš? Chtela bych Ty na nádraží.
Prosím, můžeš poslat mně ten inzerát o prázdninove kurzy?  Chci  vědět, kdy začiná a kolík stojí. Nabít skutečně je zajímavě.  Snad se budu učastnit.
Doufám, že  brzo bude duben a budu vidět  Tebe.
Srdečně Tě zdravím
Dana"	2	not reported	B1	B1	male	A2	German	B1	A2	A2	Czech	A2	B1
0724	answer to the email of Alena - ID: 1_Alena	"16.července2007
Ahoj Aleno,
moc děkuju za e-mail. Ještě nepracuju na  diplomce, ale chci to dělat příští semestr. A teď před diplomkou, doufám, že budu mít dlouhou krásnou dovolenou. Musím se hodně odpočívat. Plánovala jsem letět do Španělska ke kamarádovi.
Moc se těším, že přijedeš do Drážďan. Ano, mám čas a musíme se setkat. Nechceš přijet odpoledne ke mně? Tě  zvám.  V kolik hodin přijedeš do Drážďan? Ráda bych jela pro Tebe na nádraží.
Přeju Ti hodně uspěchů na pohovor. Držím palce. Inzerát zní zajímavý. Kolik stojí kurzy češtiny? A kdy jsou? Prosím Tě, nemůžeš mi poslat inzerat? Máš pravdu, že bylo by fantastické, kdy bych mohla udělat kurz a Tě mohla vidět častěji v létě.
Tak se uvidíme brzo.
Zatím měj se pěkně.
Tvoje Dana."	3	not reported	B1	B2	female	B1	German	B2	B1	B1	Czech	B2	B1
0819	answer to the email of Alena - ID: 1_Alena	"29.01.08
Ahoj Aleno,
děkuji za tvůj dopis. Máme se dobře, naše dcera roste rychle, už jí je skoro deset měsíců. Na diplomce jště nepracuju, ale mám zkoušk. Včera jsem udělala první a dneska  mám ještě další dvě. Dovolenou  jsme už naplánovali. Budeme u moře v Batumi X, v Gruzii X.
Těším se moc na návštěvu. Když budeš v Drážďanech Y, mohly se bychom  setkat na Hlávnim Nádraží. Řekni mi prosím tě kdy přijedeš! Odpoledne mohly bychom jít ke mně domů.
Taky děkuju za informacie. Nevíš prosím tě, kolik ten český kurz stojí? A kdy začíná a jak dlouho trvá? Pošli mi prosím ten inzerát.
Mám ještě jednu prosbu. Mohla bys mi koupít nějakou dobrou českou gramatiku? Už ji hledam dlouho ale ještě jsem šla žádnou. Samozřejmě  zaplatím ji ti až se uvidíme.
Tak, měj se hezky a pozdravuj všychny! Dana"	4	not reported	B1	B2	male	B2	Russian	B2	B2	B2	Czech	B2	B1
PHA0112002B	describe a photo: playground - ID: A2PS0201_hriste	"Myslím, že na fotografii je rodína - manžel, manželka a dětí. Podle mého názoru jsou na nějakem hríště. Tam odpočivají - dětí hrají a rodíči se o nich stárají. Žena má na sobě modrou třičku a tmavé kalhoty. Můž má na sobě moudrý škarpetky, tmavou třičku a kalhoty. Dětí mají na sobě bílý třičky, bílý a moudrý kalhoty a ružové škarpetky.
Myslím, že cítí se dobře a vesele. Zdá se mi, že rodiči myslí na své dětí - jaký jsou krásný a milý. Mluví o teplém, dobrém počasí a také, kam pojedou na dovolenou. Podle mého názoru, je to léto nebo jaro."	2	2029	A2	B1	female	A2	Other	B1	A2	0	Czech	A2	A2
0640	answer to the email of Alena - ID: 1_Alena	"Ahoj Mileno,
děkuju mnohokrát za tvůj email. Těším se, že máte docela dobře a že mi pozváš!
Momentalně mám hodně práce. Musíme se skončit s programem na festival. Potom budu mít dovolenou. To znamená, že se  bohužel neuvídíme v Liberci na grilovací party. Ale na svatbu ráda a určitě příjdu. Co si přáte, ty a Petr?
Příští štredu budu mít čas. Ráda se s tebou setkám! Znáš kavárnu u ""Gäusedieb""? Tuhle je v ""Bilé uličce"" (Weisse Gasse). Setkáme se tám v 15 hodin. Píjéme kávu a popovídáme si o svatbě. To je dobrý napad a už jsem moc zvědavá. 
Mám ještě jednu otázku: Hledám dobrou gramatiku českého jazyka. Znáš jednu?  Jestli je to  možné, můžeš mi koupit jednu , prosím? Samozřejmě ji zaplatím! 
Mileno, teď už skončím.
Moc se těším na naše setkání. Hezký víkend!
Ahoj Dana"	3	not reported	B1	B1	female	B1	German	B1	B1	B1	Czech	B1	B1
KYJ0611006A	answering on a birthday invitation - ID: A2PS0102_oslava	"Ahoj Jano! 
Chtěla bych jsem poděkovat tě, že pozvala mi na oslavu svých narozenin. A protože chtela bych jsem zeptat se kde budeš oslavovat narozeniny? Na jaky čas potřebuju přijít? Kdo jeste bude na tvých narozeninach jako host? 
Checam na tvůj dopis. 
Tva Marie"	2	2029	A2	A2	female	A2	Other	A2	A2	A2	Czech	A2	A1
PAR1011014	write an essay: No pain no gain - ID: B2PS0202_kolace	"Když slyším nebo čtu přislovu ""Bez práce nejsou koláče"", nejdřív si myslím, že je to pravda.
To by asi muselo být pravda, protože já osobně nemůžu nic nedostat když nepracuju hodně, a to funguje stejně pro většinu lidí, které znám. Abychom se učili to, co pořebujeme umět, abychom potom vydělávat peníze, abychom bydleli bez problemů, je třeba se snažit co nejvíce.
Letos bych chtěl pokračovat učení češtiny, a taky začit nový slovanský jazik, protože mám na to velký zájem. Ale potom nesmím zapomenout, že musím jezdit každý den do autoškoly, abych dostal řidický průkaz. A musím taky pracovat jako překladatel ze slovinštiny do francouzštiny, abych mohl všechné t-ambiguous- věci zaplatil.
Ale se někdy dá potkat nějakou osobu, která má asi štěstí, a pro kterou jde všechno docela lehce. Možna je to protože je radchytrá, možna jenom protože je už bohatá kvůli rodičům napřiklad, diky kterým dostala lehká práce, se kterou je možné vydělávat hodně peněz.
Ale se to dobře ví, že každé pravidlo má taky své vyjimky. Takže ano, je to hlavně pravda říct, že bez práce nejsou koláče."	3	2029	B2	B2	male	B1	French	B1	B1	0	Czech	B2	B1
PHA0510038	write an essay: More people know more - ID: B2PS0201_hlava	"Při některých z našich rozhodnutí potřebujeme pomoc nebo radu a často se ptáme přátel nebo rodinu, aby nám poradili.
Myslím, že přísloví ""Víc hlav, víc ví"" je často platné a když víc lidí přemyšlí nad něcím nebo pracuje na něčem, výsledek může být lepší. Každý může, svým názorem nebo svými ználostmi na tématu, udělat to rozhodnutí nebo výsledek práce bohatší. Proto je lepší, když másíme na něčem těžkého pracovat nebo nejsme jistí jak pokračovat, zeptát se někoho ze svého okolí. 
Když je to osobní rozhodnutí - například co studovat, jakou práci vybrat nebo jestli se odstěhovat do jiné země nebo ne, je dobře sbírat jiné názory. Jestli někdo už má zkušenosti s životem v ciziné, studiem  v této oblasti, může nám poradit a pomoct nám výbratto, co nám bude vyhovovat více nebo lépe. Také myslím, že když se ptáme nasich blíz-ambiguous-ých lidí, oni budou pro nás  přát to nejlepší, a proto se budou snažit pomoct a
Myslím, že ""Víc hlav, víc ví"" mě osobně pomaha, když nejsem jistá, jakou cestu vybrat, a ráda se používám  názory ostatních, abych mohla vidět ze všech stran."	4	2029	B2	B2	female	B2	Other	B2	B2	0	Czech	B2	B2
PHA1111003A	answering on a birthday invitation - ID: A2PS0102_oslava	"Praha, 5.11.2011
Milá Evo,
děkuji ti za pozvání, ráda přijdu. Kde a kdy se bude konat oslava? Přijde také na oslavu Marie? Ptám se, protože jí už jsem dlouho neviděla a doufám že také bude na tvých narozeninech. Chtěla bych zeptat kdo ještě přijde na oslavu? Nebo to bude překvapění?
Srdečně, 
Kateřina"	2	1519	A2	A2	female	B1	Russian	B2	A2	A2	Czech	A2	A2
PHA0411047	write an essay: No pain no gain - ID: B2PS0202_kolace	"Bez práce nejsou koláče... Co znamená pro mne ten výraz? Především, chtěla bych úplně souhlasít s tímto českém příslovím. Určitě, že pro kládný výsledek z něčeho máme hodně pracovat a snažit se dosáhnout tohoto všem sebou. Ale je to možné, že někdo řekne mi, že není to tak, že je to názor malého dítěte, které vůbec se nevýznává v životě. Jistě, že ten člověk začně mluvit o použivání kontaktů atd. Jak můžu na to odpovědět? Ano, máte pravdu, nevyloučuji to. Ale přestože jsem mladá holka, už mám nějakou zkušenost a můžu dokázat svůj názor příklady z historie. Ať prvním důkazem bude příklad z mého životu. Když v Rusku jsem studovala na gymnáziu, tak jsem řešila, že chci být v řadě nejlepších žáků. Protože mým cílem bylo získání výborných znalostí, které planovala jsem použivat v mém životě. Pak jsem to prostě udělala. A už na konci svého studia jsem dostala dárek - stříbrný médajl... Jiném příkladem je programátor Bill Gates. Na začatku on byl jen chudým studentem. Ale díky své obrovské práceschopnosti a nádání on dosáhl velkého úspěchu. Poprvé on neměl žádné užitečné kontakty. Použe díky sobě on je dnes jedním z nejbohatších lidí ve světě. Pro to on především pracoval!  
Co bych ještě mohla říct? Myslím si, že už všechno jsem napsala a zkusila vysvětlit..."	3	1519	B2	B2	female	B1	Russian	B1	B1	0	Czech	B2	B2
0916	answer to the email of Jana - ID: 2_Jana	"Ahoj Jana
Já jsem se moc těšil  z  dopis.
Dekuju, že jsi mi pozvala. Jak se máš? Mám se velmi dobře. Rád chci prijet do Prahy. Já  dlouhý nejsem nríšel do Prahy
 Teď mám taky moc  zkoušky Mam zkoušku z mathematiky , z informatiky a z  angličtiny. Ale ony nejsou  tězký.
V brěznu mám čas a bych príšel celý vikend. A  moc rád chci prohlížet Prahu. Praha je moc hezky  mesto.
Dobře, můžeš  řikat mi cesta do tvého byta. Bohužel nevím. Vím ulice ale nevím číslo od tvého duma.
Který metro potřebuju. A kolik stoji jízdenka za metro. Myslím, že není drahý.  
Můžu prinášet něco? A co  přát si?
Tento rok nemám dovolenou protože mám moc prace, ale příští rok budu cestovat do Australie zá  osm týden!
Dobrý dovolená v Italie a měj se hezky
Tvoje Sabine."	2	not reported	B1	A2	male	A2	German	B1	A2	A2	Czech	B1	A2
PHA0509002	describe a photo: woman sitting at the window - ID: A2PS0200_zena	"Ta žena je Kateřina Svobodová. Sidí v knihovňe. Kateřina je s Česká a bydlí v Praze. Je hezká, mladá a je jí 35 let. Vystudovala ekonomiku a pracuji v bance. Kouka  venku a mysli o počasí. Kateřina radá čte detektivy.
Ma psa Honzika. Radá hodi s nim na  prohazku do parku."	2	4049	A2	A2	female	A2	Russian	A2	A2	0	Czech	A2	A2
0914	answer to the email of Jana - ID: 2_Jana	"Ahoj Jano!
Jsem moc ráda, že jsi mi psala! Mám  se dobře děkuju a těší me za tvoje pozvaní. Chcem cestovat  do Praze!!! Teď mám taký zkoušky a musím studovat moc ... ale v březnu mám čas a zůstávala bych všechní víkend. Prohlížela bych miesto s tobě :-)
Ale kde bydlíš teď? Jak se vola ulici a můžem jet tam s metrem? Jaké metro? A kolik stojí lístek???
Máš narozeniny a nemám žádný dárek :-( Co chceš ... máš nějaky specialní přání? A potřebuješ něco z Německo? Pojedeme autem a mám mnoho prostor! (Tak, mám nové auto!!!)
Tak, pro dnešek končím, protože nemám jiný novinky za můj život. Musím studovat a můžem byt závistivá, že ty budeš cestovat do  Italii ... :-) Šťastnou cestu a pozdravuj Petře!
Čau!
Sabine"	2	not reported	B1	B1	male	A2	German	B1	A2	A2	Czech	A2	B1
KYJ0611009A	answering on a birthday invitation - ID: A2PS0102_oslava	"Ahoj Evo, 
Vitám té z narozeninamy a děkuji za pozvani na oslavu.
Přeji te šťasťe a hodně peniz :) a ovšem být taký hezký a dál.
Mohou se zeptat kde bude oslava tvých narozenin. -ambiguous-, že chtela by ses setkat v oblibenějsi restaurace , kde je chutně černe pivo :))
Budu na prace do šest hodin večer. Kolik hodin chtela býs začat oslavu?
Pozvala jsi Martina a Lukáše? Kdo jsou dalši hosty? Zapoměla jsem zaptat na jaký darek jsi dostala od manžela? Myslím autičko :) ? 
Těší se na setkani. Uvidime večer. 
Hezký den. Kateřina"	2	3039	A2	B1	female	A2	Other	B1	A2	A2	Czech	A2	A2
PAR1011009A	answering on a birthday invitation - ID: A2PS0102_oslava	"Ahoj Davide! 
Ti děkuji za pozvání na oslavu tvých narozenin.  Můžeš mi říct kde a kdy oslávíme, prosím tě? Doufám, že oslava nebude příští víkend, protože nebudu v České Republice, pojedu do Německa. Můžeš mi napsat nebo mi zavolat.Tobě a manželce posílám pusinky a doufám, že se máte dobře! Už se těším na tebe! 
Ahoj!
Martin"	2	2029	A2	B1	male	B1	Other	B1	A2	B1	Czech	B1	A2
PHA0811019	write an essay: No pain no gain - ID: B2PS0202_kolace	"Slyšeli jsme mnohokrát tohle přísloví. Co to znamená? Když nebudeme pracovat, nic dělat, nedostaneme koláče? A co tedy dostaneme? Nic?
Přísloví říká, že kdo nepracuje, nebude mít plat, peníze...a nemůže si teda koupit ani koláčky...Ale je to pravda? V naší době žije mnoho lidí, kteří nemají práci. Jsou to např. nezaměstnaní, důchodci, děti němocní, ženy (nebo i muži) na mateřské dovolence. Nedostanou koláče? Obrazně řečeno, ano. A tu jsme u podstaty věci. Tito lidi mají peněz málo. Mít nebo-li moct si koupit koláče znamená, že jich máme dost na to, abychom si mohli dopřát nejen základní potraviny, ale i něco lepšího. Koláče představují blahobyt. Málokdo ze zmiňované skupiny důchodců či nezaměstnaných může říct, že si žije nad poměry, že si může dovolit koupit ""koláče"".
Bohužel jsme svědky, že v době krize, je spousta lidí, kteří krizi způsobili - např. bankéřů a má koláčů až příliš. Udělali hodně chyb, spekulovali a doplatili jsme na to všichni. Nikdo z nich však nenese žádnou odpovědnost. To je smutné. Stát musí pečovat o chudé lidi, protože, jak se jeví,  v našem světe zcela úplně neplatí ono známe: bez práce nejsou koláče..."	4	3039	B2	B2	male	B2	Slovak	B2	B2	0	Czech	B2	C1
PHA0111018	write an essay: A friend in need is a friend indeed - ID: B2PS0202_pritel	"Vybral jsem téma: ""V nouzí poznáš přítele"" protože, ja jsem myslím, že to je uplně pravda. Navic myslím, že každyčlověk muže to konstatovat vicekrát během svuj život. Toje taky téma o ktérém režisery radí dělají filmy.
Osobně myslím, že to nezaleží, jestlí žijete v Evropě a nebo nikám jinám Vztahy mezí lidí je něco velmí komlíkovany -unreadable- vysvětlení a těžko rict jak, a proč dvě přítele, a nebo taxvany přítele, na jednou budu se chovat jinak než doposud. Fakt je, že opravdu realně přítele mám možna jenom jeden a nebo dva, což je hodně! Možna důvod je, že nejsme připravený žit s naších sousede ale jenom abychom mohlí se užit co nejvic bez ohledu na tom jestlí to je užiteční a nebo ne pro společnost.
V připadě, že něco nám trápí a cítime, že nedostávame co jsme zvýkly dostávat, prestáneme se zajimat o naše prostredí.
Na závěr, jediný rešení ktery vidím, je podporovat skoly a všcheno ktéry se týka o vzdělavaní aby,  co maximalně, lidí mohlí mít pristup na věd, literatura atd...
Nouzovy situací jsou vždycky něco ktéry nemáme radí rešít a v tom připadě se chováme jinák než normalně ikdyž to se týka o naše prítele."	3	4049	B2	B1	male	A2	French	B1	B1	0	Czech	B1	B2
PHA0510010A	write an email to a hotel - ID: A2PS0101_hotel	"DOBRY DEN! PISĚ VAM PAN ČERNÝ  CHteL BYCH ZAREZERVOVAT POKOJ PRO MNE A KAMARADA EStLí MATE VOLNE A KOLIK TO BUDE STOJIt PRO DVĚ OSOBY? RESTAURACE NEBO NEJKY JDLO? MAtE BESPLATNE HLIDANE PARKOVIŠte? CHteLI BYCH ZAČAT LYŽOVAT, A PROTO POTŘEBUJEM LYŽARSKeHO INSTRUKTORA JSME ZAČAtEČNIKY PROTO POTŘEBUJEM DOBRU ŠKOLU! TeŠIME SE NA ODPOVEĎ A NaSCHLEDANOU.
15.05.2010 PAN ČERNÝ"	2	3039	A2	A2	male	A2	Russian	A2	A2	A2	Czech	B1	B1
PHA0510040	write an essay: Clothes make the man - ID: B2PS0201_saty	"Dnes žijeme v době, kdy je duležite, jak vypadá člověk. Šaty jsou velmi důležitá věc ale musíme vědět kdy a co si obleknout. 
Určitě nepůjdeme ve sportovním obleku na jednání nebo na operu do divadla. Važně si pamatovat že šaty můžou říct o člověke hodně informací: o jeho charakteru, nějakých názorech, zajmech. Šaty jako pas každeho clověka. 
Ale šaty jsou jenom forma. Važně ještě i dokazat svůj vyhled rozumem. Obleknout si krásny oblek nebo kostym může každy, ale ne všichni můžou si chovat stejně a podle vypadu. Musíme mít nejen formu ale i obsah. 
Pode oblečení můžeme se dozvědět, co člověk chcí, čeho se bojí a kterých vysledek dosahné. Jo to zajímavá věda o změní se oblekat a řict oblečením, kterou dost často použivají učitele A profesoři na zkouškách, zaměstnavatele na jednání s uchazeči o zaměstnání. 
Ale musíme si pamatovat: při prvním setkání hlavní rolu hraje oblečení, pak rozum."	3	1519	B2	B2	female	B1	Russian	B2	B1	0	Czech	B1	B2
