essay_id	essay_set	essay	essay_score	Age	CEFR level of test	Coherence/Cohesion	Gender	Grammatical accuracy	Mother tongue	Orthography	Overall CEFR rating	Sociolinguistic appropriateness	Test language	Vocabulary control	Vocabulary range
1325_9000314	apply for internship in company - ID: 1325_020400-1	"Città X, il 11.06.2011
Egrigi Signori, 
      Vorrei fare uno stage presso la Vostra ditta ""Valtour - viaggi e vacanze"" perchè mi interessa molto il turismo. Mi sono laureata del turismo all'Universita in Città Y l'anno scorso. Ho anche un po' di esperienza nel questo settore. Nelle mie ultime vacanze lavoravo come la guida nel campeggio in Italia. Questo occupazione mie è fatto tanta soddisfazione. Anchè l'Italia mi piace tantissimo e cerco occasioni di abitarci e farci quello che amo. Il turimo  è la mia la più grande passione. Ho scelto la Vostra ditta perchè secondo me è la più famosa in Italia e vorrei prendere la prattica presso l'ufficio il più migliore. Sono sicura che sarete molto contenti del mio aiuto. 
           In attesa alla Vostra risposta. 
                                                  Distinti saluti, 
                                                                                                                                                    Maria Rossi"	3	34	B2	B1	female	B1	Polish	C1	B1	B1	Italian	B1	B2
1325_1001134	describe experiences with language learning - ID: 1325_040300-1	"Dipartimento di Linguistica Teorica 
e Applicata                                                                            Strada Maggiore 5b
Università degli Studi di Pavia                                                1234 Città X
Corso Strada Nuova, 65                                                      Paese X
                                                                                     22 Gennaio 2012
Gentile Gabriella Favati, 
Ogg.: Le lingue straniere 
Le scrivo per comunicare le mie esperienze che si sono verificato durante il studio d'italiano di quasi quattro anni presso il mio liceo. 
Ad iniziare dalle lingue studiate. Ora imparo due lingue: l'italiano e naturalmente l'inglese. Parlo l'italiano da quasi quattro anni e l'inglese da otto anni. La mia lingua preferita è l'italiano perché preferisco le lingue mediterranei, vivaci. Ho superato l'esame d'inglese, l'italiano ancora no. 
Vorrei inoltre spendere qualche parola sull'effetto mi fa imparare una lingua straniera. Personalmente cominciare a studiare l'italiano grazie a mia sorella perché lei vive a Milano da tre anni e le piace molto la lingua italiana e anche gli italiani. Però le lingue straniere sono molto importanti per cercare lavoro all'estero. Senza parlare almeno una lingua straniera è molto difficile trovare un lavoro. 
A dire la verità attualmente la lingua italiana è più importante per me perché vorrei studiare, poi lavorare in Italia. 
Alle fine a mio parere imparare la lingua straniera è molto utile per tutti. La vita sarà più facile così. 
Cordiali saluti 
 Rossi Michele"	3	19	B2	B1	male	B1	Hungarian	C1	B1	B1	Italian	B2	B1
1385_0001766	reschedule an appointment - ID: 1385_020100	"Ciao Daniele,spero che stai bene? 
In ufficio c'è molto lavoro e giovedì pomeriggio non posso incontrarti perché devo participare a una riunione del lavoro. Mi dispiace molto ma non posso cambiare quest'appuntamento. Se vuoi possiamo fare qualcosa sabato sera per esempio andare a cena in un nuovo ristorante tailandese a Città X? Che cosa ne pensi? Attendo la tua risposta e mi farei molto piacere di vederti presto.
Ti auguro una buona giornata e ti invio tanti cari saluti Maria"	2	22	A1	A2	female	B1	German	B1	A2	B1	Italian	B1	B1
1395_0000337	contact a friend after a long time - ID: 1395_020300	"Città X, il 4 Marzo 
Caro Marco,
io vado un amico Italiano da molto tempo a Città X
Tutti va bene
La vostra famiglia va bene
vado -unreadable-l lavoro a l'albergo in macchina andato in vacanza a Città X per visitare il capitale
Bacioni
À presto 
Maria"	1	48	A2	A1	female	A1	French	A2	A1	A2	Italian	A2	A2
1325_9000137	inform oneself about an aid project - ID: 1325_030300-1	"a: Solidarietà Viva
Viale Bruzzi 117
21203 Milano 
ITALIA
                                             Città X, il 21.05.2011
                                             Maria Rossi
                                            Strada Maggiore 13
                                            12345 Città X 
                                            Paese X
Cari Signori e Signore di Solidarietà Viva, 
mi chiamo Maria Rossi e ho 19 anni. 
Vivo in Paese X e ho studiato l'italiano in scuola. Finiscerò la scuola quest'anno e comincerò studiare la legge internazionale nei Paese Y. Dopo aver studiato, vorrei lavorare per organisazioni come Unicef o Amnesty international. Per questo motivo mi piacciono molto le vostre attività! Ho letto il vostro annuncio e subito ho voluto di aiutarvi! Penso che la vostra idea del materiale reciclabile sia fantastica e mi diverto molto quando vendo le cose nei mercantini dell'usato. Infatti, posso portare alcuni dei miei vestiti vecchi al campo per venderli. 
Vorrei volentieri partecipare al primo campo, ma sfortunamente non sono libera. 
Posso aiutarvi dal 29. luglio al 29. agosto.
So che potrebbe essere difficile trovare un posto per me, ma dopo il 29 agosto, comincerò  studiare nei Paese Y. 
Spero che posso aiutarvi!
Allora, scrivetemi quando avete deciso in quale campo posso partecipare. 
Sinceramente, 
Maria Rossi"	3	20	B2	B1	female	B2	German	C1	B1	B1	Italian	B2	B2
1365_0100123	help a friend who is looking for work after school-leaving exam - ID: 1365_040501	"Città X 10/12/2010
Caro Francesco,
Congratulazione, sono molto felice di leggere della tua novità. L'ultima volta in cui abbiamo parlato avevo comminciato un corso di lingua tedesca, ma ho lasciato il corso prima del'esame.
Sono molto contento di aiutarti, e io raccomanda che tu scrivi al capo del'albergo ""Hotel Forte"" che aprirà in Febbraio.
Per tre mesi io lavoro in un albergo ma il posto paga poco e anch'io penso di comminciare un nuovo lavoro.
Infine vorrei ripetere congratulazione, e penso che tu abbia la competenza di comminciare un lavoro nel mondo italiano!
Tanti saluti,
Michele"	3	43	B1	B1	male	B1	English	C1	B1	B1	Italian	B1	B1
1385_0000119	help a friend who is looking for work - ID: 1385_040101	"Ciao Carlo
grazie per la tua email. Vorrei aiutarti, ma ho bisogno di qualche informazione in più. Puoi dirmi dove lavori adesso? Vorrei anche sapere che tipo di lavoro vuole fare.
Quando termini il tuo lavoro e quando vorrebbe iniziare?
A presto
Maria"	2	29	A1	A2	female	B1	German	B1	A2	B1	Italian	A2	A2
1325_9000613	complaining against a hotel - ID: 1325_030300-2	"Michele Rossi
 Strada Maggiore 54
12345 Città X 
                                                                          Città X, 15 aprile 2011 
                                                                          Spett.le ditta ""Residence del Lago""      
                                                                          Alla cortese attenzione del Direttore
                                                                          Via Borghese 532 
                                                                         CH - 00432 Lugano 
Oggetto: Lettera di reclamo;
Egregio Signor Direttore,
nell'acquistare il pachetto turistico ""Sport e relax al Residence del Lago"" per il periodo da 10 a 15 marzo 2011, ho avuta fiducia nei colloqui avuti con Lei e nelle informazioni ricevuti dai Suoi colaboratori, confidando in particolare sulla serietà della Sua azienda. 
Purtroppo, posso affirmare chiaramente che ci sono molte differenze tra la realtà incontrata al Residence del Lago durante il nostro soggiorno e le informazioni ricevute anche per l'annuncio publicato sul quotidiano ""La Nazione"" del 21 febbraio 2011.  
Questa realtà comprendeva un residence vecchio, senza l'aria condizionata, con la piscina sempre sovraffollata, i campi di tennis sono stati in reparazzione tutto il nostro soggiorno, e per l'animazione che si può dire: soltanto una sola serata organizata tutta la settimana!
Per tutto quanto sopra sono costretto a richiederLe un Suo immediato intervento per un rimborso parziale del  ammontare pagato per questo pachetto turistico, se in diffeto, sarei costreto ad adire le vie legali per soluzionare la mia richiesta. 
Resto in attesa di un Suo cenno di riscontro e porgo distinti saluti. 
         Michele Rossi"	4	49	B2	B2	male	C1	other	C1	B2	B2	Italian	C1	C1
1365_0100015	answer to an wedding invitation - ID: 1365_020300	"Maria Rossi
Città X, 62 Strada Maggiore
Città X, 05 Agosto 2010
Cari Gianni e Emma,
Molti congratulazioni per il matrimonio della sua figlia Beatrice. Sono molto contento per lei e anche per voi. 
Grazie mille per mi inviti dei matrimonio. Mi piaceberre molto a andare al matrimonio. É certo po andare alla chiesa e anche al ristorante.
Dittami, che cosa fa per un regalo? Vorrei compare qualche cosi Beatrice e Stefano bisogna.
Grazie ancora per l'invito.
Tanti bacci
Maria"	2	38	B1	B1	female	A2	English	C1	A2	B1	Italian	A2	B1
1325_1001097	ask for information about International Cooking Evenings - ID: 1325_020401-2	"Signora / Signore                                                               N. 9
""Aggiungi un posto a tavola""                                                Città X
Via dei Mille 48                                                               Strada Maggiore 18 
17021                                                                             12345 
Alassio (SV)                                                                    19, novembre 2011 
Gentili Signora / Signore, 
Voglio chiamare informazione di suo ristorante. 
La condivisione del cibo è uno dei momento di maggiore unione in una famiglia o in un gruppo. Scuzi, prezenterà suo piatti per me. 
La mia collega ha intolleraza della pomodora. 
No lo so che usa in ristorante. 
Voglio chiamare informazioni sui costi e sul calendario degli incontri. 
Ho leggo suo ristorante perchè vogliano andare al ristorante. 
Vogliano mangiare cibo culiniare. 
Voglio cominciare dalla tavola? 
Ha tavola libero per sabato sera? 
Quanto persone uno settare nella tavola? 
Grazie per pazienza. Atteso per suo risposta. 
Gentili disposti, 
                    XY"	2	26	B2	A1	female	A2	Hungarian	A2	A2	A2	Italian	A2	A2
1365_0100014	answer to an wedding invitation - ID: 1365_020300	"15 marzo 2010
Cari amici,
Congratulazioni! Tanti auguri!
Mi piace molto sentire questa bella informazione: avete deciso di sposarvi! Sopratutto, vorrei ringraziarvi del vostro invito.
Con un grande piacere participerò a la vostra cerimonia e dopo andrò al ristorante ""da ciro"". 
Potete dirmi una cosa? Che posso regalarvi?
Mi piacerebbe darvi una cosa prattica e bella ma non so che scegliere... Aiutate me!
A presto 
Cari saluti,
Maria Rossi"	3	30	B1	B1	female	B1	Polish	C1	B1	B1	Italian	B1	B1
1395_0000388	contact a friend after a long time - ID: 1395_020300	"Ciao caro Alessandro
come va? Io sto bene, anzi benissimo. Hieri sera sono ritornato dalle miei vacanze. Avevo tre settimane libero. Sono andata in Corsica, in Sardegna e in Sicilia. In ogni posto una settimana. Era bellissimo, il tempo, il mare, tutto! Ti ho portato qualce regalino, per questo ci dobbiamo vedere al più presto. Cosa dici, mercoledi sera? Ti va bene? mangeremmo un piatto di pasta, tipica sarda, ce ho imparato a cucinare. :) E dopo ti farò vedere alquni foto. D'accordo? Aspetto la tua risposta.
Tanti cari saluti e sole di vacanza,
tua Maria"	3	17	A2	B1	female	B1	German	C1	B1	A2	Italian	B1	B1
1365_0100165	help a friend who is looking for work after school-leaving exam - ID: 1365_040501	"Città X, 14.05.2011
Caro Francesco, 
congratulo con te per avere superato l'esame, ed inoltre con il massimo dei voti! Durante i mesi precedenti mi sono preparato all'esame, a cui sono iscritto. La settimana prossima quando a luogo l'esame caprema di più. Non sono sicuro di superare il mio esame con la stessa bravezza che te. Dopo avere finiti i miei studi penso di cercare un posto di lavoro all'estero. Ma adesso vogliamo vedere se troviamo un lavoro per te. Già ho un'idea. Ho sentito che per i corsi vengono cercate delle persone, che sono capaci di insegnare diverse lingue come l'Italiano, il Francese etc. E con la tua maturità linguistica saresti un candidato perfetto!
Che ne dici? 
Farmi sapere!
Tanti cordiali saluti, 
Paolo"	3	52	B1	B1	male	B2	German	C1	B1	B1	Italian	B2	B2
1325_9000532	describe experiences with language learning - ID: 1325_040300-1	"Maria Rossi
Strada Maggiore 5
12345 Città X 
                                                                                  Dipartimento di linguistica 
                                                                                  Signora Gabriella Favati 
                                                                                  Università degli Studi di Pavia 
                                                                                  Corso Strada Nuova 65 
                                                                                  27100 Pavia 
                                                                                  Italia 
                                            Città X, 11 dicembre 2010 Esperienze linguistiche (avviso alla scuola) 
Gentile Signora Favati, 
Come accordo del suo annuncio alla scuola Scuola X, vorrei scriverle le mie esperienze con le lingue straniere. 
Al momento studio l'italiano e lo spagnolo. L'italiano ho cominciato ad imparare tre anni fa. Lo spagno  studio da poco tempo, vuol dire da due mesi. 
Uso tante diverse lingue. Al lavoro parlo l'italiano, il tedesco e il francese. A casa parlo lo spagnolo con mio marito e con gli amici che incontro spesso parlo inglese. 
Per me le lingue straniere sono molto importante non solo per il lavoro anche per la vita privata. Mi è sempre piaciuta incontrare gente dall'estero perciò vorrei essere capace fare conversare bene con loro. Se vado all'estero ho meno difficoltà leggere le cose importante ed anche la gente reagisce diversamente quando qualcuno parla la loro lingua. È sempre un piacere vedere come sono conteti  perché non tutti sono capace parlare più che la madrelingua. Spero di aver risposto a tutte le sue domande e le auguro una buon continuazione per la sua ricerca. 
Cordiali saluti 
Maria Rossi"	3	32	B2	B1	female	B1	German	C1	B1	-1	Italian	B1	B2
1325_1001039	help someone who has problems with chats - ID: 1325_040300-2	"Maria Rossi
Strada Maggiore 1
1234 Città X
Spettabile Settimana Giovani
Via Crispi -119
80127 - Caserta
Oggetto: Risposta alla lettera
Egregio Giorgio,
All' riferimento la Sua lettera, pubblicata nel giornale ""Settimana Giovani"" nella rubrica ""Lettere Personali"", voglio disporre al suo attenzione il mio opinione sulla tema.
Mi chiamo Maria Rossi, ho ventisei anni e scrivo da Città X.
Il mio parere rispetto al amicizia virtuale è che un vero perditamento del tempo, e penso che è meglio fare amicizie faccia a faccia, nel mondo reale. Ti consiglio di passare il tuo tempo libero con i tuoi coetanea, facendo sport insieme, o organizzare programmi insieme.
Personalmente, io non ho nulla contro l'Internet, penso che usato intelligentemente, possa essere un mezzo di communicazione molto utile, ma lo stesso tempo, ha molti pericolosi e svantaggi anche. Prima di tutti, puoi diventare allontanato con il tuoi facilmente, tu puoi isolarsi e questo non fa bene nel lungo termine. Inoltre, penso che tu possa conoscere veramente l'altra persona tramite l'Internet, dialogando tramite un schermo. Queste amicizie ci tengo false e superficile. Io ho usato il chat nel passato, ma mi sono realizzato che non ho bisogno, ho cancellato il mio profilo, e non me ne sono pendita.
Insomma, penso che sia meglio sfruttare il tuo tempo libero e fare cose più utili, per esempio, incontrare con gli amici nel bar, fare baldorie insieme, e non stare a casa davanti al computer ogni giorno.
Spero che ho potuto aiutarti con i miei consigli.
Tanti auguri, Maria Rossi"	3	27	B2	B2	female	B2	Hungarian	C2	B1	B1	Italian	B2	B2
1395_0000376	contact a friend after a long time - ID: 1395_020300	"Ciao Antonio,
come stai? Io sto bene. Ho cominciato il mio lavoro a Città X. Con i colleghi vado d'accordo, sono molto gentili.
Lunedi scorso sono andata a Città X. C'era il sole e ho mangiato tre gelati. Al mercato ho comprato due camicie blu e una borsa elegante. Sono andata in macchina quindi ho fatto una sosta a Città X e a Città X. Non amo viaggiare con il treno.
Vorrei fare una festa il sabato prossimo. Tu hai tempo? Puoi chiamarmi? Vado a prenderti alla stazione.
Allora a presto - mi farebbe molto piacere rivederti!
Maria"	3	50	A2	B1	female	B1	German	C2	B1	B1	Italian	B1	B1
1325_9000304	inform oneself about an aid project - ID: 1325_030300-1	"Maria Rossi                                                           Città X, 27 maggio 2011
Strada Maggiore 366
12345 Città X 
tel. 0345-11111111  
                                                                                     Spett.
                                                                                    ""Solidarietà Viva"" 
                                                                                    Viale Bruzzi 117 
                                                                                    21023 Milano  
Concerne: richiesta un camp  di lavoro 
Egregi Signiori, 
Sono una studentessa di storia all'Università di Città X. Ho ventidue anni, sono persona molto socevole, e mi piacerebbe aiutare al persone, quelle hanno bisogno. Il vostro annuncio ho letto sul giornale e subito ho deciso a scrivevi. Vorrei offrire subito il mio aiuto. 
Dal 1 luglio inizio le vacanze, perciò sono a disponibille prendere il primo campo di lavoro. Voglio informarvi , che ho un esperienza in un campo di lavoro. Due anni fa ho collaborato con ""Solidarietà Aiuto"" e ho buone referenze. 
Resto a vostra disposizione in merito e eventuali ulteriori informazioni. 
                                                                                  Cordiali saluti
      Maria Rossi 
                                                                             Allegati:
- curriculum vitae
- le mie referenze"	3	47	B2	B1	female	B1	Polish	B2	B1	B1	Italian	B2	B2
1365_0100058	inform oneself about language course - ID: 1365_050401	"Egregi Signori,
Il prossimo anno voglio vivere in Italia per tre mesi. Per migliorare la mia possibilità di trovare un lavoro vorrei fare un altro corso di Italiano La Vostra reputazione mi ha molto piaciuta e ho deciso di frequentare uno dei Vostri corsi. 
Preferirei un corso a Roma. Miei genitori sono stati li un mezzo anno fa e dicono che è la cità più bella di Italia. Mi piacerebbe frequentare il corso per quattro settimane.
Sarebbe possibile di prenotare un appartamento con altri studenti a Roma? Preferirei abitare con altri studenti perchè voglio parlare italiano anche dopo i corsi invece di guardare la TV in una camera di un albergo.
Mi interesserebbero i prezzi. Quanto costa questo corso di lingua a Roma  con alloggio? Ci sono già altri studenti che abbino prenotato un corso di lingua a Roma?
Con distinti saluti"	3	20	B1	B1	male	B1	German	C1	B1	B1	Italian	B2	B1
1395_0001090	inform friends about language course - ID: 1395_010300	"Cara Pia,
come stai? Da me tutto va bene. Come tu lo sai, mi trova per un mese a Città X. Seguo un corso intensivo per imparare l'italiano. L'orario per le lezione è molto interessante, i corsi hanno luogo dalle nove all'una. Così ho molto tempo libero. Nel pomeriggio faccio i compiti sulla terrazza di un caffé, dopo faccio passegiatte in questa bella città, vado anché in musei. 
Allora ci vediamo in settembre a Città X, così posso racontarti la mia esperienza. 
Saluti e baci.
Maria"	3	46	A2	A2	female	B1	French	B1	B1	A2	Italian	A2	A2
1385_0000054	help a friend who is looking for work - ID: 1385_040101	"Ciao Luigi,
ho ricevuto la tua email e ti ringrazio. Ti aiuto volentieri, però vorrei sapere cosa hai fatto esattamente finora e dove hai lavorato? Ti piacciono le lingue straniere e quali lingue sai parlare? Che tipo di lavoro vuoi fare adesso? E quando cominciare il nuovo lavoro?
A presto, e cari saluti,
Maria"	2	53	A1	A2	female	B1	German	B1	A2	B1	Italian	B1	B1
1365_0100215	answer to an wedding invitation - ID: 1365_020300	"Città X, in giugno 2011 
Cara Beatrice, Caro Stefano, 
Siamo felici di aver ricevuto il vostro annuncio dell matrimonio! Vi ringraziamo tanto per l'invito. Vi vogliamo congratulare affetusamente e vi desideremo una vita felice e lungo. 
Siamo molti lieti di venire alla vostra ceremonia e di congratularci personalmente ed anche a festeggiare con voi!
Vorremo volentieri farci un regalo. 
Ci fareste sapere che cosa desiderete? 
Aspettiamo la vostra risposta. 
Vi abracciamo e vi salutiamo 
                                                              Maria e famiglia"	3	43	B1	B1	female	B1	German	C1	B1	B1	Italian	B1	B1
1385_0001759	reschedule an appointment - ID: 1385_020100	"Caro Daniele
Come stai? è una settimana orribile. In ufficio c'è molto lavoro e giovedì pomeriggio non posso ti incontrarvi perché il mio capo ha organizzato una riunione giovedì pomeriggio. Mi dispiace! 
Andiamo a cena sabato sera? 
Oppure andiamo a cena in un ristorante tailandese?
 Cari saluti 
Maria"	2	16	A1	A2	female	A1	German	A2	A2	A2	Italian	A1	A2
1365_0100299	cook with teacher - ID: 1365_050402	"Città X, 5 Gennaio 2012 
Caro Mauro, 
Te ringrazio per la tua lettera.  Sono felice di aver ricevuto un segno di vite! Que buona idea di imparare a cucinare. Sapere cucinare è sempre utile ... Quante volte avranno luogo queste serate? Ci sono molte persone interessante? Da quali paese sono i piatti? 
A me mi piace d'appertutto la cucina tailandese perchè è molto semplice da fare ed è una cucina sana. Hai mai fatto un curry verde con gamberoni? Te lo suggero da fare. Il mio piatto preferito del mio paese è il ""Zürcher Geschnetzeltes"", ti manderò un elenco degli ingredienti necessari. 
Spero di vederti presto così possiamo cucinare insieme! 
Cordiali saluti 
 Maria"	3	39	B1	B1	female	B2	German	C2	B1	A2	Italian	B2	B1
1395_0000438	inform friends about language course - ID: 1395_010300	"Cari amici,
come state? Vorrei informarvi che sto benissimo. Come sapete già, sono in Italia a Città X per imparare l'italiano. Il tempo qui fa veramente caldo così che ho la possibilità di scoprire questa bella città. Ci sono molti monumenti da ammirare. Inoltre, si può anche fare dello shopping e mangiare i buoni piatti italiani. Qui ho accidentalmente incontrato il mio amico Michele, di cui vi ho spesso parlato, che anche frequenta questo corso di italiano. Le altre persone che frequentano il corso vengono di molti paesi diversi e sono assolutamente gentilissimi. Allora devo rincominciare a studiare per il esame che scrivremo domani. Sono felice di rivedervi presto! 
A presto, il vostro amico Francesco"	3	16	A2	B1	male	B2	German	C2	B1	B1	Italian	B1	B2
1385_0000053	help a friend who is looking for work - ID: 1385_040101	"Ciao amico
grazie per la tua email. Vorrei aiutarti, ma bisogno di qualche informazione in più Puoi dirmi a questa dita hai lavorato in tempo scorso e che chosa hai fatto? Anche vorrei sapere che tipo di lavoro ti piace, preferici lavoro tecnico o lavoro i ufficio? Sai lingue diverse?
Potresti cominciare subito o hai un lavoro fisso ancora
apresto Michele"	2	50	A1	A2	male	B1	German	A2	A2	A2	Italian	B1	A2
1385_0001716	reschedule an appointment - ID: 1385_020100	"Caro Daniele, 
mi dispiace, è una settimana orribile. In ufficio c'è molto lavoro e giovedi pomeriggio non posso incontrarmi con te, perchè il mio capo ha organizzato una riunione. Hai voglia di andare sabato sera? Andiamo a cena in un ristorante tailandese? 
Aspetto tua risposta. 
Ciao!
 Maria"	2	54	A1	A2	female	A2	German	B1	A2	A2	Italian	A2	A2
1325_9000318	inform oneself about an aid project - ID: 1325_010300-1	"Maria Rossi                                                                                   Città X, 18/6/2011
Strada Maggiore 7a
12345 Città X
Solidarietà Viva 
Viale Bruzzi 117 
21023 Milano
Ogg.: campi estivi
Gentili Signore e Signori,
sul La Stampa ho letto il Vostro annuncio per particepare ai campi estivi. 
Mi chiama Maria Michele. Sono aggettivo di nazionalità X e ho 45 anni. Ora sono casalinga. Ma alcuni anni fa mi ho laureata in agricoltura. Non ho lavorato per tanto tempo perchè è nato nostro figlio. Ma sono stata sempre interessata nel sviluppo dei paesi ""sottosviluppo"". Ora nostro figlio è adulto così ho più tempo libero. L'anno scorso ho frequentato due seminari su agricoltura alternativa in Africa alla Università di Città Y. Anche ho fatto un tiroccinio presso Unicef in Africa. Mi piaceva molto. Così spero di avere abbastanza esperienze per aiutarVi nel Vostro progetto.
Quest  estate sono libera in luglio e agosto e potrei aiutare nei campi estivi. Potrebbe darmi alcuni informazioni su Vostri progetti.
Perchè è molto importante dare aiuto ai paesi poveri. 
Aspettando la Vostra risposta 
Distinti saluti
 Maria Rossi 
allegato: la referenza di Unicef"	3	47	B2	B2	female	B2	German	C1	B1	B1	Italian	B2	B2
1365_0100136	answer to an wedding invitation - ID: 1365_020300	"Carissima Emma,
la tua figlia si vuole sposare! Congratulazione!! Sono molto felice di questa novità.
Grazie per il tuo invito. Verrò venire volentieri! Non vedo l'ora di rivederti e la tua famiglia. Per fortuna non devo lavorare in Novembre, per questo ho la possibilità di venire.
Stefano non lo conosco ancora, ma sono secura, che Beatrice ha fatta la scelta giusta!
Dove si hanno connosciuto? All'università?
Che cosa posso regalare? Forse un buono? O soldi? Fammelo sapere, che desideri hanno le due fidanzati?
Tanti cari saluti e un grande abbraccio per te
Maria"	3	60	B1	A2	female	B1	German	C1	B1	B1	Italian	B1	B1
1395_0001171	EMPTY - ID: 1395_010300	"Città X, 14.07.2011 
Ciao Maria e Sarah,
tanti saluti da Città X. Abito un un albergo directamente in centro di Città X. Voglio imparare l'italiano e per questo faccio un corso di conversatione in una scuola. 
Quando non c'è lezione, vado in spiaggia e faccio lo shopping a Città X. 
Mi piace leggere i libri italiani. 
La mia insegnante e una donna vecchia e molto gentile. 
A presto
Baci Maria"	2	EMPTY	A2	A2	EMPTY	A2	EMPTY	A2	A2	A2	Italian	A2	A2
1365_0100259	answer to an wedding invitation - ID: 1365_020300	"Città X, 25-06-2011 
Cara Beatrice, 
Ti ringrazio moltissimo per l'invito del tuo matrimonio e ti mando tantissimi auguri per questa decisione unica. Sono sicura che Stefano è l'uomo giusto per te. 
Sono molto felice che posso participare al tuo giorno speciale e che posso congratulare personalmente a te. 
Ho una domanda: Avete una lista di desideri per il vostro matrimonio? Non voglio regalare qualcosa che già avete. Sarebbe molto gentile se mi può mandare la lista. Grazie mille! 
Verrò già al 10 novembre perché vorrei a trovare anche la mia famiglia e farrò anche delle ferie in Italia. 
                                                             -symbol-
Allora, mi fa molto piacere di venire al tuo matrimonio e di vederti presto. 
Tantissimi saluti e un abbraccio 
Maria"	3	28	B1	B1	female	B1	German	C1	B1	B1	Italian	B1	B1
1325_1001094	apply for internship in fashion sector - ID: 1325_020401-1	"ringraziando fin d'ora per 
                                                                     la Sua
                                                           resto alla Sua disposizione per eventuale  colloquio
MariaRossi
VIA GIUSEPPE GARIBALDI 75
I - 42012 REGGIO EMILIA   
ALI - Agenzia Lavoro Interinale 
Via Dante Alighieri 40
I - 42010, Reggio Emilia 
                                                                 Reggio Emilia, 2. Aprile 2011 
Spettabile Agenzia Lavoro Interinale,
In risposto all'annuncio apparso sul Vostro sito web, vorrei presentarmi per il lavoro ""azienda leader nel settore della moda"". Sono laureata in Università di Città X al facoltà di Economia in 2008. 
Dopo la laurea ho lavorato 2 anni a Città Y in un salone di moda, anche perche volevo perfezionare la mia conoscenza italiana."	3	23	B2	B1	female	B1	Hungarian	C1	B1	B1	Italian	B1	B1
1325_1001024	complaining against a hotel - ID: 1325_030300-2	"Canton Ticino
Via Garibaldi numero 15
Italia
Maria Rossi
⁄Piazza Centrale Nr. 1 
Città X
Città X, 13.08.2011
Egregi Signori, 
Sono una ragazza ventenne anni, ho letto il vostro annuncio nella Corriere della Sera nella quale state cercando persone che fanno vacanza nella vostra azienda. Ho scelto la Vostra azienda, ma dire la verità ho sentito male in questo viaggio. 
Prima di tutto vorrei descrivere i miei problemi e le differenze tra la realtà e l'annuncio publicato. Mi rivolgo a Voi, tramite questa lettera nella possibilità che fatemi un parziale rimborso, perchè questo viaggio era terribile ed accetabile. Se non farete niente, allora rivolgheró a fare un denuncio. 
Nel annuncio avete scritto che sport e relax al ""Residence al Lago"" ma questo non è vero. Il residence era vecchio, non funzionava il rubinetto, e neanche l'aria condizionata. La piscina era sempre sovrafollata, e il lago era lontano e cosí non ho potuto nuotatre
In attesa di un Vostro cenno di riscontro, Vi porgo i miei distinti saluti 
Maria Rossi"	3	25	B2	B1	female	B1	Hungarian	C1	B1	B1	Italian	B1	B2
1325_1001086	apply for internship in fashion sector - ID: 1325_020401-1	"ALI - Agenzia Lavoro Interinale 
Via Dante Alighieri 40 
I - 42010 Reggio Emilia 
Italia 
                  Reggio Calabria, 19.11.2011 
Spettabile Agenzia Lavoro Interinale, 
Alla attanzione cortese del direttore 
In risposta all'annuncio che si trova sul giornale. Ecco la mia candidattura e come vedrà la mia curriculum vitae. Vorrei presentarmi. 
Sono Maria, ho 23 anni una neolaureata in cerca di lavoro. Ho già una minima esperienza nel settore, fino ad oggi lavoravo in un grande negozio di abbigliamento come assistente, cosi conosco il mondo della moda, e naturalmente ho conoscenza del pacchetto Office. Secondo me sono un ottimo candidata, perché sono responsabile, carine e gentile, amo lavorare fra genti. 
Ho alcune domande: 
- Da quanto fino a quanto devo lavorare? 
- Da mattina al pomerrigio?
- Da prossima mese posso lavorare? O da quale mese? 
In attesa del sua cortese risposta, resto alla sua disposizione di una eventuale colloquio. 
Vorrei questo lavoro molto, ho bisogno di molte esperienza, perché nel futuro trovò un lavoro fisso. 
Distinti saluti,
   Maria Rossi"	3	23	B2	B1	female	B1	Hungarian	C1	B1	B1	Italian	B2	B2
1325_1001170	apply for internship in fashion sector - ID: 1325_020401-1	"Michele Rossi
                         Strada Maggiore 42
                         12345 Città X
                         Paese X
                        Città X, 12 ottobre 20120 
ALI - Agenza Lavoro Interinale 
Spettabile Ufficio,
Sto scrivendo in risposta alla Vostra inserzione apparsa su Corriere della Sera. Mi permetto di presentare l'impegno in questione.
Ho 23 anni, coniugato con due figli. Mi sono laureato in economice presso l'università di Città Y nel 1982. Adesso lavoro come addetto alla esportazione. 
Conosco perfettamente  l'italiano, l'inglese e lo spagnolo. Ho una completta conoscenza dei  affari economici, avendo ripetutamente lavorato in Italia. 
Sarei interessato a conoscere nei dattagli che cosa comportarebbero la registrazione del lavoro. Quando sarebbe la data d'inizio dello stage? 
Nella speranza che la mia domanda venga accoltata favorevolmente e che mi venga accortata l'onore di un colloquio i miei migliori saluti. 
                                     Rossi
P.S. Allegato Curriculum Vitae"	3	19	B2	B1	male	B2	Hungarian	C1	B1	B1	Italian	B2	B2
